offerid,category,class,subclass,brand,name
1018712546,Lighting & Fans,Light Bulbs,LED Batten,Sturlite,Sturlite 20W 3in1 Civic LED Batten
1014873472,Paints,Interior Paints,Interior Emulsion - Base,Asian Paints,Asian Paints Royale 4 L Interior Emulsion - Base
1017640087,Kitchen & Bath,Kitchen Faucets,Sink Tap,Kerovit,Kerovit KB3111025 Sink Tap
1018029679,Kitchen & Bath,Toilets,Flush Valve,Kerovit,Kerovit KB320002S-CP Brass NA Dual Flush Valve
1017740477,Lighting & Fans,Ceiling Lights,LED Spotlight,Philips,Philips 2W 3000K AstraSpot LED Spotlight
1000659853,Plumbing,"Tapes, Adhesives and Cleaners",Sealant,Pidilite,Pidilite M-Seal Phataphat 100 g
1000696904,Paints,Exterior Paints,Exterior Emulsion - Color,Asian Paints,Asian Paints Apex 1 L White Exterior Emulsion - Color
1017815228,Power & Hand Tools,Kitchenware,Pressure Cooker,Prestige,Prestige 20172 Svachh Popular 3 Litre Stainless Steel Pressure Cooker
1018707231,Boards & Laminates,Laminates,Acrylic Laminates,RANG DÉCOR,RANG DÉCOR RM 6000 CHEDDAK Cheddak HG 1.5 mm Acrylic Laminates
1017800445,Boards & Laminates,Adhesives,All Purpose Glue,Pidilite,STEELGRIP SELF ADHV.PAPER TAPE[18MMX20M]
1017776485,Power & Hand Tools,Household Cleaning,Cleaning Tools,Scotch-Brite,Scotch-Brite Kitchen Wiper
1000722734,Kitchen & Bath,Tiles Tools & Accessories,Tile Adhesive,Roff,Roff Non-Skid (T02) 30 kg Grey Tile Cementitious Adhesive
1018706796,Boards & Laminates,Laminates,Acrylic Laminates,RANG DÉCOR,RANG DÉCOR RM 4030 MENTHOL Menthol HG 1.5 mm Acrylic Laminates
1017772379,Power & Hand Tools,Household Cleaning,Dustbins,Aristo,Aristo 2-in1 20L 20 L Multicolor Dustbin (w pedal)
1018701823,Boards & Laminates,Plywood & Blockboard,Plywood,Apple Ply,Apple Ply Defender 8 ft. x 4 ft. 9 mm Calibrated BWP Plywood
1017815574,Power & Hand Tools,Kitchenware,Pressure Cooker,Prestige,Prestige 20173 Svachh Popular 5 Litre Stainless Steel Pressure Cooker
1017667139,Appliances,Small Domestic Appliances,Mixer Grinder,Preethi,Preethi Zodiac Cosmo MG236 750W 5 Jar Mixer Grinder
1018837187,Power & Hand Tools,Kitchenware,Kitchen Tools,Petals,Petals Grace Multi Stand
1017737797,Kitchen & Bath,Basin Faucets,Deck Mixer,Parryware,Parryware Quattro Single Lever Deck Mixer
1017737375,Kitchen & Bath,Bath Faucets,Bib Tap,Parryware,Parryware Claret T4606A1/G5206A1 Long Body Bib Tap
1017889778,Kitchen & Bath,Bath Faucets,Wall Mixer,Parryware,Parryware Aqua G5776A1 2-in-1 Wall Mixer
1017893404,Kitchen & Bath,Kitchen Faucets,Deck Mixer,Parryware,Parryware Agate Pro Single Lever Deck Mixer
1017742079,Lighting & Fans,Outdoor Lighting,Wall Light,Panasonic,Panasonic 12W 3000K Bulk Head Wall Light
1017832869,Hardware,Cabinet Hardware,Drawer Channel,PREMIER,PREMIER 300 mm Regular Close Telescopic Drawer Channel 300 mm Regular Close Drawer Channel
1018842358,Lighting & Fans,Fan,Ceiling Fan,Orient,Orient 1200mm Falcon 425 Deco (Metallic Bronze Copper) Ceiling Fan
1000552243,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme 1 in. (25 mm) CPVC Ball Valve Normal Handle
1006237301,Boards & Laminates,Laminates,Decorative Laminates,Merino,Merino Merinolam 14661 Glaston Walnut MR+ 1 mm Decorative Laminates
1017812514,Hardware,Cabinet Hardware,Cabinet Handle,Nimmi,Nimmi 329496ANBKNICHA Black 4 in Cabinet Handle
1017816297,Hardware,Door Hardware,Door Accessory,Apace,Apace APK188PANAPKHU Antique  8 Pin.  Hanger
1018176033,Power & Hand Tools,Garden Tools,Flower pots & planters,Natures Plus,Natures Plus Rattan Hanging Pot 8 Inch
1017927766,Plumbing,Tanks,Tank Accessory,Moodi,Moodi SCM 660 x 660 mm 2 tons Dark Grey man hole cover with frame
1016123528,Boards & Laminates,Laminates,Decorative Laminates,Merino,Merino Merinolam 15127 Warn Tan Kindred PT 1 mm Decorative Laminates
1018731023,Power & Hand Tools,Power Tools,Angle Grinder,Max,Max MXG710-IN 710 W 100 mm Angle Grinder
1017733536,Lighting & Fans,Decorative Lights,Wall Light,Luker,Luker Bonito WS4 (LWL47-1) E27 Holder Without Lamp Wall Light
1017750533,Power & Hand Tools,Garden Tools,Flower pots & planters,Natures Plus,Nature Plus Flower Pot 10 Inch
1000551797,Plumbing,Fittings,Water Pipe Fitting,Supreme,Supreme ¾ in. (20 mm) CPVC Adaptor - FTA
1000638406,Electricals,Circuit Breakers,MCB,Legrand,Legrand RX3 Single Pole 16 A B Curve MCB
1017770811,Power & Hand Tools,Garden Tools,Flower pots & planters,Natures Plus,Natures plus Rectangle Tray 12 inch
1017735816,Electricals,Switches and Sockets,Switch Board Plate,Legrand,Legrand Allzy 6 Module Matte White Switch Board Plate
1017777331,Power & Hand Tools,Garden Tools,Tarps,Natures Plus,Tarpaulin 9 x 12 feet
1018000602,Kitchen & Bath,Wash Basins,Wall hung Basin,Kerovit,Kerovit Zen 350 mm x 400 mm x 165 mm White Wall hung Basin
1018034885,Kitchen & Bath,Bath Accessories,Storage Shelf,Kerovit,Kerovit Square 410 mm x 305 mm Storage Shelf
1018784383,Power & Hand Tools,Hand Tools,Hand Saw,Tranx,Tranx TX 1005 10 in. Hacksaw
1017994128,Kitchen & Bath,Bath Faucets,Diverter,Kerovit,Kerovit Arius KB2311037-RG High Flow Diverter
1017921171,Hardware,Cabinet Hardware,Cabinet Knob,Apace,Apace 255MEDANMTNICKN Antique Cabinet Knob
1018045897,Paints,Applicators,Brush,Jaya,Jaya 2.5 in. Pink/Green Brush
1017818966,Hardware,Door Hardware,Door Stopper,Victor,Victor VHTB129AN Antique 12 in. Brass Tower Bolt
1000173538,Hardware,Kitchen Hardware,Drawer System,Hettich,Hettich Arcitech 500 mm Soft Close 40 Kg Drawer Set (w/o Gallery)
1000171914,Hardware,Cabinet Hardware,Drawer Channel,Hettich,Hettich 9215435 250 mm Regular Close Drawer Channel
1001991102,Electricals,Wires & Cables,Low Tension Wire,Havells,Havells Lifeline 4 sq mm Black 90 m PVC Insulated Wire
1017946432,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace  576ANAPOBR Antique  Curtain Finial
1017754637,Appliances,Small Domestic Appliances,Electric Kettle,Havells,Havells Aqua Plus 1.2 L 1250 W Electric Kettle
1017764283,Kitchen & Bath,Counter Tops,Quartz,Kalinga Stone,kalinga_stone Bianco Neve
1018028123,Appliances,Hobs & Chimney,Hob,Prestige,prestige Svachh Efficia 3 Burner Auto Ignition Hob
1015016876,Kitchen & Bath,Bath Faucets,Shower Head,Goeka,"Goeka SH-1011 Eco 60 mm (2.5"") ABS Single Flow Shower Head - Round"
1018724259,Kitchen & Bath,Bath Faucets,Bib Tap,Goeka,Goeka Mini Opal MOP-2102 Long Body Single Lever Bib Tap
1000566493,Lighting & Fans,Decorative Lights,LED Strip Light,Panasonic,Panasonic 25 W Warm White 5 m IP 20 LED Strip Light
1016107745,Plumbing,Accessories,Fastening & Clamp,Hi-Tech Pipe Clamps,2.5mm x 10 in. x 3 in. Wall Bracket Powder Coated
1006681843,Kitchen & Bath,Bath Faucets,Angle Valve,Goeka,Goeka 1-way Angle Valve
1000516571,Paints,Other Paints,Spray Paint,ABRO,ABRO Bronze 400 ml Spray Paint
1016994939,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace  549ANAPOBR Antique  Curtain Finial
1006138001,Electricals,Wires & Cables,Low Tension Wire,Anchor,Anchor Advance FR 1 sq mm Red 180 m FR PVC Insulated Wire
1014827843,Electricals,Switches and Sockets,Switch Board Plate,Anchor,Anchor Roma Classic 6 Module Matte Deko White Switch Board Plate
1000372306,Electricals,Switches and Sockets,Switch,Anchor,Anchor Roma Classic White 1 Way 10 A Modular Switch
1016981558,Electricals,Circuit Breakers,MCB,Anchor,Anchor Uno Single Pole 10 A C Curve MCB
1018235422,Flooring,Ceramic Tiles,Ceramic Wall Tile,Anuj,Anuj 5182 DK Glossy 450 mm x 300 mm Ceramic Wall Tile
1016857508,Kitchen & Bath,Kitchen Sinks,Single Bowl Sink,Franke,Franke Box 127.0516.112 - 24 in. x 18 in. 304 SS Single Bowl Sink
1016943127,Flooring,Vitrified Tiles,Vitrified Floor Tile,Anuj,Anuj Alchim 1200 mm x 600 mm GVT Tile
1018235288,Flooring,Vitrified Tiles,Vitrified Floor Tile,Anuj,Anuj Spark 600 mm x 600 mm Vitrified - GVT
1018253618,Flooring,Vitrified Tiles,Vitrified Floor Tile,Anuj,Anuj YOMIM NANO 600 mm x 600 mm PVT - Nano Soluble Salt
1014922526,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad Aqualife 1 in. (25 mm) UPVC End Cap
1017765473,Kitchen & Bath,Wash Basins,Drop-in Basin,Parryware,Parryware C897T1C Drop-in Basin
1014921658,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad Aqualife 1 x ½ in. (25 x 15 mm) UPVC Brass Tee
1018175254,Electricals,Switches and Sockets,Door Bell,Anchor,Anchor Multi tune Door Bell
1017797542,Hardware,Cabinet Hardware,Cabinet Handle,Ferguson,Ferguson 1521_Brown_6 in. Brown 6 in. Cabinet Handle
1014922915,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad Aqualife 1½ x 1¼ in. (40 x 32 mm) UPVC Reducer Tee
1014921836,Plumbing,Fittings,Water Pipe Fitting,Ashirvad,Ashirvad Aqualife ¾ in. (20 mm) UPVC Sweep Bend
1014971814,Plumbing,Pipes,Water Pipe,Ashirvad,Ashirvad FlowGuard Plus 1 1/2 in. (40 mm) SDR - 11 CPVC Water pipe
1017089402,Hardware,Cabinet Hardware,Cabinet Handle,FTC Shree,FTC Shree F-136 Antique 4 in. Cabinet Handle
1016935086,Paints,Metal Paints,Enamel-Color,Asian Paints,Asian Paints Apcolite Premium - Gloss 50 ml Brilliant White Enamel-Color
1017668629,Paints,Applicators,Roller,Asian Paints,Asian Paints Roller 800 9 in. Roller
1014814284,Hardware,Cabinet Hardware,Drawer Channel,EBCO,EBCO STDS25-I-35 250 mm 35kg Regular Close Telescopic Drawer Channel
1016186799,Hardware,Kitchen Hardware,Drawer System,EBCO,EBCO 500 x 120 mm Soft Close 50 Kg Drawer System
1018166511,Flooring,Ceramic Tiles,Ceramic Wall Tile,Blackberry,Blackberry Pearls HL Glossy 600 mm x 300 mm Ceramic Wall Tile
1000161082,Power & Hand Tools,Hand Tools,Measuring & Layout Tool,Bosch,"Bosch BT 150 - 1/4"" Tripod 1/4 in. Tripod Stand"
1014914096,Boards & Laminates,Laminates,Decorative Laminates,CENTURYLAMINATES,CENTURYLAMINATES Starline 80434 Cherry Wood GL 0.8 mm Decorative Laminates
1017767407,Kitchen & Bath,Toilets,One Piece Toilet,Cera,CERA S1043147BG CARLTON RIMLESS WH EWC SCLOSE SC BEIGE .
1000446102,Paints,Applicators,Brush,Charminar,Charminar S.20 0.5 in. Blue Brush
1017943138,Flooring,Ceramic Tiles,Ceramic Wall Tile,Colortile,Colortile Manol Crema Matt 600 mm x 300 mm Ceramic Wall Tile
1017936808,Flooring,Ceramic Tiles,Ceramic Wall Tile,Colortile,Colortile Silver Lotus D
1018749688,Boards & Laminates,Plywood & Blockboard,Plywood,ACO PLUS,ACO PLUS 8 ft. x 4 ft. 16 mm Calibrated BWP Plywood
1018837465,Power & Hand Tools,Kitchenware,Kitchen Tools,Petals,Petals Grace Cheese Grater
1018749488,Boards & Laminates,Plywood & Blockboard,Blockboards,ACO,ACO 8 ft. x 4 ft. 19 mm MR Blockboards
1017938191,Flooring,Vitrified Tiles,Vitrified Floor Tile,Colortile,Colortile Vibes Ochre 1200 mm x 200 mm GVT
1002365411,Plumbing,Fittings,Agriculture Fitting,Prince,Coupler 6 Kg [AQUAFIT] 63mm
1000628385,Lighting & Fans,Fan,Ceiling Fan,Crompton,Crompton Ariyabriz Prime 1200 mm Mink Brown Ceiling Fan
1000628539,Lighting & Fans,Fan,Ceiling Fan,Crompton,Crompton Avancer Prime Antidust 1200 mm Silky Silver Ceiling Fan
1000157033,Hardware,Door Hardware,Door Lock,Dorset,Dorset PHA303HGFE Glossy Door Lock
1017915175,Plumbing,Accessories,Fastening & Clamp,Unbranded,1 in. GI U Clamp
1017864173,Paints,Colorants,Machine Colorant,Dulux Paints,Dulux Paints DN ACOTONE Tinter BU1 COL Organic Blue 1 L Machine Colorant
1017867908,Paints,Interior Paints,Interior Emulsion - Base,Dulux Paints,Dulux Paints DN Promise Interior 96 base 4 L Interior Emulsion - Base
1017867921,Paints,Interior Paints,Interior Emulsion - Base,Dulux Paints,Dulux Paints DN Promise Interior 97 base 1 L Interior Emulsion - Base
1017868466,Paints,Interior Paints,Interior Emulsion - Base,Dulux Paints,Dulux Paints DN VT PEARL GLO NEW DEEP BASE 900 ml Interior Emulsion - Base
1017869678,Paints,Exterior Paints,Exterior Emulsion - Base,Dulux Paints,Dulux Paints DN WS PROTECT INTERMEDIATE BASE 900 ml Exterior Emulsion - Base
1017867319,Paints,Metal Paints,Enamel-Color,Dulux Paints,Dulux Paints Gloss Premium 1 L Golden Brown Enamel-Color
1017866453,Paints,Metal Paints,Enamel-Color,Dulux Paints,Dulux Paints Gloss Premium 1 L Royal Ivory Enamel-Color
1017866818,Paints,Metal Paints,Enamel-Color,Dulux Paints,Dulux Paints Gloss Premium 4 L Smoke Grey Enamel-Color
1000712389,Paints,Colorants,Machine Colorant,Dulux Paints,Dulux Paints Pthalo Blue 1 L Machine Colorant
1014815152,Hardware,Cabinet Hardware,Cabinet Hinge,EBCO,EBCO Euro EHSM-3 Inset (16 Crank) Soft Close Cabinet Hinge
1016196666,Hardware,Cabinet Hardware,Cabinet Handle,EBCO,EBCO SH1-1935-3M-CP Silver 32 mm Pull Handle
1000505479,Kitchen & Bath,Bath Faucets,Pillar Tap,Essco - Jaquar,Essco - Jaquar Aspire APR-101001 Chrome Pillar Tap
1017769911,Kitchen & Bath,Counter Tops,Quartz,Kalinga Stone,Kalinga Stone Bianco Sardinia 3250 mm x 825 mm Quartz
1018255422,Power & Hand Tools,Kitchenware,Container,Treo by Milton,treo_by_milton Ovensafe 1500 ml Glass Mixing Bowl WithEazy Lid
1017723993,Kitchen & Bath,Bath Faucets,Pillar Tap,Essco - Jaquar,Essco - Jaquar Aspire APR-CHR-101123 Chrome Pillar Tap
1017822736,Power & Hand Tools,Kitchenware,Jar,Embassy,embassy EM2026 No 10 (110D x 130H) SS 22 G Deep Dabba
1017725762,Appliances,Hobs & Chimney,Gas stove,Pigeon,Pigeon Glasstop Ayush 2 Burner Manual Gas Stove
1000674102,Kitchen & Bath,Toilets,One Piece Toilet,Essco - Jaquar,Essco - Jaquar Elements S-220 Wall Mounted Single Piece Toilet
1000164896,Power & Hand Tools,Power Tools Accessories,Drill Bit,Bosch,Bosch 2608680274 SDS Plus 10 x 150 x 210mm Hammer Drill Bit
1016134142,Plumbing,Fittings,Water Pipe Fitting,Zoloto,Zoloto ½ in. (15 mm) Forged Brass Ball Bib Cock
1017100236,Hardware,Cabinet Hardware,Cabinet Handle,Welldecor,Welldecor 5072 Rose Gold 34 in. Cabinet Handle
1018849501,Power & Hand Tools,Kitchenware,Pressure Cooker,Pigeon,Pigeon Mini Combi Out Lid Stainless Steel Pressure Cooker 2+3 Litre
1017798019,Boards & Laminates,Adhesives,All Purpose Glue,FEVIKWIK,FEVIKWIK Gel 3 g Woodwork Adhesive
1014773158,Boards & Laminates,Laminates,Decorative Laminates,Virgo,Virgo 2938 Satosa MBK 0.8 mm Decorative Laminates
1014960802,Paints,Applicators,Roller,Vicky,Vicky 9 in. Exterior Wall Roller
1006903104,Appliances,Hobs & Chimney,Chimney,Faber,Faber  Apex 60cm Filterless Auto-Clean Chimney
1018045507,Boards & Laminates,Edgeband,Edgeband,Uro Decor,Uro Decor 1028 mint green  22 x 0.8 mm Edgeband
1014986308,Hardware,Cabinet Hardware,Cabinet Handle,Unbranded,Unbranded Silver 4 in .Cabinet Handle
1014986421,Hardware,Cabinet Hardware,Cabinet Handle,Unbranded,Unbranded Silver 254 mm Pull Handle
1014987022,Hardware,Cabinet Hardware,Cabinet Handle,Unbranded,Unbranded Silver 101.6 mm Pull Handle
1018723736,Paints,Undercoats,Putty,Unbranded,Unbranded Sai Coat Scratch Plaster Acrylic Texture - 25Kg Putty
1000611498,Hardware,Fasteners,Wall Hook,Feca,Feca 442651-10 Yellow Suction Hook
1014841613,Plumbing,Fittings,Water Pipe Fitting,Finolex,Finolex 1 x ½ in. (25 x 15 mm) UPVC Reducer Elbow - Brass
1014828566,Plumbing,Pipes,Agriculture Pipe,Finolex,Finolex 6 in. (160 mm) 4 Kg/cm² 6 m Agriculture Pipe
1018709422,Paints,Undercoats,Metal Primer,Unbranded,Unbranded MRF Epoxy 2PK Primer - 4 L Metal Primer
1014983638,Hardware,Curtain Hardware,Curtain Finial,Unbranded,Unbranded Brown Curtain Bracket
1018801381,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex FR 1 sq mm Red 300 m FR Insulated Wire
1018700699,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex FRLS-H 2.5 sq mm Black 90 m FRLS-H Insulated Wire Low Tension Wire
1000723692,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex Gold 2.5 sq mm Yellow 90 m FR PVC Insulated Wire
1017662801,Hardware,Door Hardware,Door Stopper,Unbranded,"Unbranded 3"" Door Silencer Glossy Door Stopper"
1018269004,Paints,Colorants,Machine Colorant,BIRLA opus,BIRLA opus CL BLK Black 1 L Machine Colorant
1018175576,Electricals,"Conduit, Boxes & Fitting",Conduit Pipe,Finolex,Finolex HMS 19 mm HMS ( Heavy Mechanical Stress) PVC Conduit Pipe
1000357757,Electricals,Wires & Cables,Low Tension Wire,Finolex,Finolex Silver 6 sq mm Yellow 90 m FR PVC Insulated Wire
1017654993,Hardware,Cabinet Hardware,Cabinet Handle,Tunes,Tunes DP-451 Silver 6 in. Concealed Cabinet Handle
1017748221,Electricals,Electrical Tools & Accessories,Accessory,GM,GM FR 6m Electrical Insulation Tape
1018738098,Boards & Laminates,Panels & Louvers,Louvers,RANG DÉCOR,Rang Decor RG 7008 Brown 9 ft x 6.6 inch 12 mm Wood Louvers
1018737731,Boards & Laminates,Panels & Louvers,Louvers,RANG DÉCOR,Rang Decor RG 7017 Beige 9 ft x 6.5 inch 12 mm Wood Louvers
1000697205,Paints,Interior Paints,Interior Emulsion - Color,Asian Paints,Asian Paints Premium 20 L White Interior Emulsion - Color
1000446402,Electricals,Switches and Sockets,Blank Plate Cover,GM,GM Fourfive 1 Module White Blank Plate Cover
1000455134,Electricals,Switches and Sockets,Switch,GM,GM Fourfive White Bell Push 6 A Modular Switch
1000723213,Kitchen & Bath,Tiles Tools & Accessories,Tile Grout,Roff,Roff Rainbow Tile Mate 738 g Steel Grey Tile Epoxy Grout
1018750455,Electricals,Distribution Boards,Encloser Box,GM,GM G-linc Four Pole IP 20 Encloser Box
1018786741,Electricals,Switches and Sockets,Switch Board Plate,GM,GM X-Plana GPBSD06005 Gold 6Module Switch Board Plate
1018772292,Electricals,Switches and Sockets,Switch Board Plate,GM,GM X-Stela GPTSS04004 Sterling Silver 4M Switch Board Plate
1017779955,Plumbing,Pumps,Jet Pump,Texmo,TEXMO TVJ 1032-2S Single Phase 1HP (0.75kW)
1000567937,Lighting & Fans,Ceiling Lights,LED Panel Light,GM,GM Xzoro 20 W Warm White Round LED Panel Light
1000605493,Power & Hand Tools,Household Cleaning,Cleaning Tools,Gala,Gala T Mop Refill
1017948623,Hardware,Door Hardware,Door Handle,Apace,Apace H4896ANAPCHA Antique 4 in. Aluminium Door Handle
1017674003,Power & Hand Tools,Ladders,Cloth Dryers,Gimi,Gimi Alucom Plus Foldable Cloth Drying Stand
1017845817,Flooring,Vitrified Tiles,Vitrified Floor Tile,Sunhearrt,Sunhearrt Muretti Sand 600 mm x 600 mm GVT Tile
1017921093,Hardware,Cabinet Hardware,Cabinet Knob,Apace,Apace APSN1532GD Gold Cabinet Knob
1000068111,Flooring,Vitrified Tiles,Vitrified Floor Tile,Sunhearrt,Sunhearrt Levis Brown 1200 mm x 200 mm GVT Tile
1017920179,Hardware,Cabinet Hardware,Cabinet Handle,Apace,Apace APSH12160AN Antique 6 in. Cabinet Handle
1017830591,Flooring,Ceramic Tiles,Ceramic Wall Tile,Sunhearrt,Sunhearrt Electra Gold DK Glossy 600 mm X 300 mm Ceramic Wall Tile
1002363529,Electricals,Switches and Sockets,Lamp Holder,Goldmedal,Goldmedal Curve Plus B22 Angle Holder
1000065774,Flooring,Ceramic Tiles,Ceramic Wall Tile,Sunhearrt,Sunhearrt Camia Wood HL Glossy 600 mm x 300 mm Ceramic Wall Tile
1000519696,Flooring,Ceramic Tiles,Ceramic Wall Tile,Somany,Somany Vistoso Naos Grey HL 01 Matte 600 mm x 300 mm Ceramic Wall Tile
1000526358,Flooring,Ceramic Tiles,Ceramic Floor Tile,Somany,Somany Strix Grey Dark Textured 300 mm x 300 mm Ceramic Floor Tile
1017776574,Power & Hand Tools,Household Cleaning,Cleaning Tools,Scotch-Brite,Scotch-Brite ToiletBrush Double Hockey
1000520652,Flooring,Ceramic Tiles,Ceramic Wall Tile,Somany,Somany Glosstra Mosaik HL 01 Glossy 600 mm x 300 mm Ceramic Wall Tile
1017949092,Hardware,Door Hardware,Door Handle,Apace,Apace APH40200TG Rose Gold 8 in. Aluminium Door Handle
1016994241,Hardware,Curtain Hardware,Curtain Finial,Apace,Apace  555CPWDAPOBR CP Brown Curtain Finial
1000252727,Hardware,Cabinet Hardware,Drawer Channel,Hafele,Hafele 422.58.930 300 mm Regular Close Drawer Channel
1000252784,Hardware,Cabinet Hardware,Drawer Channel,Hafele,Hafele 422.58.935 350 mm Regular Close Drawer Channel
1000253385,Hardware,Cabinet Hardware,Drawer Channel,Hafele,Hafele 432.02.193 400 mm Soft Close Drawer Channel
1017915053,Plumbing,Accessories,Fastening & Clamp,Unbranded,3/4 in. CPVC Powder Coated Clamp
1000173205,Hardware,Kitchen Hardware,Bottle Pull out,Hettich,Hettich 9210442 262x515X675 mm SS Bottle Pull out
1014852869,Kitchen & Bath,Bath Faucets,Bib Tap,Hindware,Hindware Dove Single Lever Bib Tap
1014853226,Kitchen & Bath,Kitchen Faucets,Sink Tap,Hindware,Hindware Dove Wall Mounted Chrome Sink Tap
1017840934,Flooring,Vitrified Tiles,Vitrified Floor Tile,Somany,Somany Duragres ENORME PRIME ATLAS CREMA FP 1600 mm x 800 mm GVT Tile
1000235908,Hardware,Door Hardware,Door Handle,IPSA,IPSA 16076 Silver 125 mm Stainless Steel Door Handle
1017768754,Kitchen & Bath,Counter Tops,Quartz,Kalinga Stone,Kalinga Stone Chandan 3150 mm x 725 mm Quartz
1017940581,Flooring,Vitrified Tiles,Vitrified Floor Tile,Icon,Icon Tierra Grey 1600 mm x 800 mm GVT
1000609518,Hardware,Signs,Stock Sign,SignageShop,SignageShop 12 in. x 4 in. Fire Exit Stock Sign
1017822758,Power & Hand Tools,Kitchenware,Jar,Embassy,embassy EM2028 No 12 (130D x 150H) SS 22 G Deep Dabba
1017823415,Power & Hand Tools,Kitchenware,Mixing Bowl,Embassy,embassy EM1791 No 2 (1900 ml) SS 26 G Without Lid Mixing Bowl
1017823015,Power & Hand Tools,Kitchenware,Container,Embassy,embassy EM1248 No 06 (D143 x 66H) SS 24 G Square Container
1017811724,Power & Hand Tools,Kitchenware,Kitchen Tools,Crystal,crystal MKA092 Medium Wood Chopping Board
1018234454,Flooring,Ceramic Tiles,Ceramic Floor Tile,Itaca,Itaca Machino Beige Antiskid FL Textured 300 mm x 300 mm Ceramic Floor Tile
1017852082,Electricals,Wires & Cables,Low Tension Wire,RR Kabel,RR Kabel Superex Green HR+FR 4 sq mm Blue 90 m FR PVC Insulated Wire
1018250026,Electricals,Wires & Cables,Low Tension Wire,RR Kabel,RR Kabel FR HSF 1 sq mm Red 200 m FR PVC Insulated Wire
1017890945,Flooring,Ceramic Tiles,Ceramic Wall Tile,Itaca,Itaca R Cratic Beige Matte 600 mm X 300 mm Ceramic Wall Tile
1005802335,Boards & Laminates,Laminates,Liner Laminates,Virgo,Virgo 2621 Ramie Fabric SF 0.7 mm Liner Laminates
1000504278,Kitchen & Bath,Kitchen Faucets,Wall Mixer,Jaquar,Jaquar Fusion FUS-CHR-29163 Wall Mixer
1000378725,Plumbing,Fittings,Water Pipe Fitting,Prince,Prince FlowGuard Plus 1¼ in. (32 mm) CPVC Elbow 90°
1018827308,Boards & Laminates,Laminates,Liner Laminates,Virgo,Virgo 1008 SF/MF GREY Grey SF 0.7 mm Liner Laminates
1014962783,Paints,Applicators,Brush,Vicky,Vicky 4 in. Wooden Brush
1017802769,Kitchen & Bath,Bath Faucets,Shower Head,Jaquar,Jaquar OHS-BLM-1639 Single Flow Shower Head
1018249959,Paints,Paint Tools,Other Tools,Unbranded,Unbranded Water Paper 400 No. Other Tools
1017736439,Kitchen & Bath,Bath Faucets,Shower Panel,Jaquar,Jaquar SHP-SSF-ST8858B3 PROJECT SHOWER PANEL 1400X200 MM Shower Panel
1017916219,Electricals,Switches and Sockets,Electrical Socket,Jaquar,Jaquar SKG-WHT-PC16A1GBIS Electrical Socket
1000664024,Kitchen & Bath,Toilets,Flush Plate,Jaquar,Jaquar Silver Dual Flush Plate
1000354487,Electricals,Wires & Cables,Low Tension Wire,Polycab,Polycab Optima+ 4 sq mm Yellow 90 m PVC Insulated Wire
1000502954,Kitchen & Bath,Bath Faucets,Deck Mixer,Jaquar,Jaquar Vignette Prime Single Lever Deck Mixer
1017662823,Hardware,Door Hardware,Door Stopper,Jeevan,"Jeevan JP01 5"" Silver Gold Glossy Door Stopper"
1017662545,Hardware,Curtain Hardware,Curtain Hook,Jeevan,Jeevan SS Support Single  Antique Curtain Hook
1014999957,Hardware,Fasteners,Screw,Unbranded,Unbranded Mild Steel Flat Head 50 mm x 8 mm Screw
1014818755,Boards & Laminates,Plywood & Blockboard,Plywood,Plyneer,Plyneer Bullet 8 ft. x 4 ft. 8 mm MR Plywood
1015001158,Hardware,Fasteners,Screw,Unbranded,Unbranded Mild Steel Flat Head 50 mm x 3.5 mm Screw
1018271527,Flooring,Ceramic Tiles,Ceramic Floor Tile,KAG,KAG 51423 F Textured 300 mm X 300 mm Ceramic Floor Tile
1018272428,Flooring,Vitrified Tiles,Vitrified Parking Tile,KAG,KAG CAPSULE IVORY T/C Textured 300 mm x 300 mm Vitrified Parking Tile
1017933927,Flooring,Vitrified Tiles,Vitrified Floor Tile,KAG,KAG CONWAY BIANCO 1200 mm x 600 mm GVT
1017934041,Flooring,Vitrified Tiles,Vitrified Floor Tile,KAG,KAG HG ONYX TEAL 1200 mm x 600 mm GVT
1016115632,Electricals,"Conduit, Boxes & Fitting",Conduit Fitting,Unbranded,Unbranded 3in x 3in Mild Steel Red Spot Light Box
1018270048,Flooring,Ceramic Tiles,Ceramic Elevation Tile,KAG,KAG KHD-116 Glossy 450 mm X 300 mm Ceramic Elevation Tile
1014968189,Boards & Laminates,Laminates,Acrylic Laminates,KORI,KORI KR 154 Cinnabark HGL 1.5 mm Acrylic Laminates
1017654493,Hardware,Cabinet Hardware,Cabinet Handle,Tunes,Tunes DP- 14002 Silver 8 in. ConcealedCabinet Handle
1017658186,Hardware,Cabinet Hardware,Cabinet Handle,Tunes,Tunes CH- 518 Silver 6 in. Cabinet Handle
